iter	Logloss
128	0.517672527
129	0.5174773626
130	0.517143567
131	0.5170152162
132	0.5167929988
133	0.5165179146
134	0.5163301297
135	0.5158768981
136	0.5156988535
137	0.5155843538
138	0.5154931391
139	0.5154699157
140	0.5153873883
141	0.5152175625
142	0.5151125814
143	0.5150265055
144	0.5147653428
145	0.5145723863
146	0.5143079194
147	0.5141053608
148	0.5140020643
149	0.5139101863
150	0.5137174008
151	0.5135914966
152	0.513571019
153	0.5133659317
154	0.5132402689
155	0.5131220275
156	0.5129235495
157	0.5128844286
158	0.5128110537
159	0.5126909714
160	0.5126194139
161	0.5124900939
162	0.5123400471
163	0.5121462183
164	0.5120803618
165	0.5119885009
166	0.5118593182
167	0.511801138
168	0.511773937
169	0.5116258193
170	0.5115335219
171	0.5114478055
172	0.5112969997
173	0.5111931362
174	0.5110434654
175	0.5109769151
176	0.5108440382
177	0.5107554929
178	0.5106934557
179	0.5106644141
180	0.5105840912
181	0.5105304829
182	0.5104025426
183	0.5103401707
184	0.5101693434
185	0.5100694375
186	0.5100124471
187	0.5098836727
188	0.5096326182
189	0.5095820463
190	0.5094509504
191	0.5094054331
192	0.5093688747
193	0.5093227045
194	0.509254222
195	0.509122587
196	0.5089987604
197	0.5089503214
198	0.5089270099
199	0.508806781
200	0.5087513798
201	0.5086550861
202	0.5085776304
203	0.5084712375
204	0.508373882
205	0.5083153765
206	0.5082202609
207	0.5081540961
208	0.508075341
209	0.5079659907
210	0.5078741502
211	0.5078004239
212	0.507724301
213	0.5076863383
214	0.5076332667
215	0.507594646
216	0.5074187622
217	0.5073787008
218	0.507301509
219	0.5072600057
220	0.5071953989
221	0.5071533629
222	0.5071262606
223	0.5070483759
224	0.506811626
225	0.5067740013
226	0.5067334513
227	0.506725631
228	0.5067082016
229	0.5066431015
230	0.5065526455
231	0.5065115296
232	0.5064564812
233	0.5063223906
234	0.5063099414
235	0.5061934028
236	0.5060066731
237	0.505914357
238	0.5058598024
239	0.5057868986
240	0.5056977019
241	0.505613207
242	0.505598608
243	0.5055742512
244	0.5055253692
245	0.5054920423
246	0.505475403
247	0.5054490979
248	0.5053585859
249	0.505322124
250	0.505154742
251	0.5051223672
252	0.5050952695
253	0.5050520198
254	0.5048832078
255	0.5047490842
256	0.5047282658
257	0.5046110423
258	0.5045386454
259	0.5044942107
260	0.5044429508
261	0.5043436958
262	0.5043144023
263	0.5042704189
264	0.5042376986
265	0.5041830579
266	0.5041437047
267	0.504044672
268	0.5039800106
269	0.5039010525
270	0.5038194375
271	0.5036856132
272	0.5035559403
273	0.5034884007
274	0.5034267652
275	0.5032927139
276	0.5032603417
277	0.5031605033
278	0.5030417438
279	0.5030173707
280	0.5029771241
281	0.5029675116
282	0.5029284449
283	0.5028909997
284	0.502800148
285	0.5026980094
286	0.5026561776
287	0.5025909819
288	0.5025602993
289	0.5024794241
290	0.5024662864
291	0.5024431735
292	0.5023661634
293	0.5023243021
294	0.5022792531
295	0.5022146045
296	0.5021503964
297	0.5020768306
298	0.5020399184
299	0.5019904647
300	0.5019544526
301	0.5019017481
302	0.5018317478
303	0.501796169
304	0.5017223176
305	0.5015542608
306	0.5014938069
307	0.5014267151
308	0.5013617637
309	0.5013298813
310	0.5011494652
311	0.5010611162
312	0.5008691147
313	0.5008111769
314	0.5007324298
315	0.5007127554
316	0.5006850573
317	0.5005930379
318	0.5004311757
319	0.5003605598
320	0.5002778586
321	0.500239702
322	0.5001846956
323	0.500118583
324	0.4999836508
325	0.499940861
326	0.4997630125
327	0.499693064
328	0.4995609789
329	0.4993296412
330	0.4992964137
331	0.4992659759
332	0.4991155497
333	0.4990792892
334	0.4990431607
335	0.4989787273
336	0.4988758487
337	0.4987621101
338	0.4986975646
339	0.4986609998
340	0.4986266313
341	0.4985940075
342	0.4984857497
343	0.4984471069
344	0.49842803
345	0.4983849402
346	0.4982764246
347	0.4982414995
348	0.4981109681
349	0.4980472536
350	0.4979753092
351	0.4979385996
352	0.497732113
353	0.4976712197
354	0.4976082852
355	0.4974412228
356	0.4974014741
357	0.4973114236
358	0.4972748106
359	0.4969740431
360	0.4969472456
361	0.4969156165
362	0.4968593755
363	0.4967189555
364	0.4966561376
365	0.4965025382
366	0.496358303
367	0.4962978256
368	0.4962233261
369	0.4961824933
370	0.4961546487
371	0.4959896905
372	0.4959178928
373	0.4958855167
374	0.4958382915
375	0.4957390633
376	0.495652365
377	0.4956089298
378	0.495543571
379	0.4954160909
380	0.4953734527
381	0.4952823341
382	0.4952426347
383	0.4951279629
384	0.4950901562
385	0.4950259174
386	0.4949347935
387	0.4948573264
388	0.4947907042
389	0.4947418914
390	0.4946929256
391	0.4946548193
392	0.4946045098
393	0.4945666532
394	0.4944671277
395	0.4944279263
396	0.494381799
397	0.4943505173
398	0.4943169948
399	0.494193879
400	0.4941635599
401	0.4941325777
402	0.4940995023
403	0.4940739986
404	0.4939124835
405	0.4938281171
406	0.4937751175
407	0.4936073327
408	0.493569625
409	0.4934744498
410	0.4934532802
411	0.4933485523
412	0.4933070081
413	0.4932653161
414	0.4931027918
415	0.492977516
416	0.4929420504
417	0.4927992492
418	0.492727743
419	0.4926072426
420	0.49253684
421	0.492467597
422	0.4924322302
423	0.4923731489
424	0.4923299627
425	0.4922903132
426	0.4922221208
427	0.4921952717
428	0.4921662826
429	0.4920863474
430	0.4919841466
431	0.4918605162
432	0.4917894581
433	0.4917512025
434	0.4917303822
435	0.4916957633
436	0.4916156121
437	0.4915565762
438	0.4914736427
439	0.4914165421
440	0.4913958213
441	0.4913136725
442	0.4911614717
443	0.4910449051
444	0.4910022657
445	0.4908926912
446	0.4907840868
447	0.4907566917
448	0.4906307437
449	0.4905366253
450	0.4904446561
451	0.4903002539
452	0.4902266827
453	0.4902030731
454	0.4901766735
455	0.4900510304
456	0.4899914466
457	0.4899663919
458	0.4899405408
459	0.4898244499
460	0.4898028825
461	0.4897303579
462	0.4896743947
463	0.4896445582
464	0.4896161164
465	0.4895245762
466	0.4894946407
467	0.4894690885
468	0.4894497625
469	0.4894294901
470	0.4892855062
471	0.4892006873
472	0.489167115
473	0.489042116
474	0.4889278725
475	0.4889107381
476	0.4888036929
477	0.4887621487
478	0.4887437193
479	0.4886262727
480	0.4885075695
481	0.4884851055
482	0.488414252
483	0.4883442262
484	0.4882774692
485	0.4881930092
486	0.4881630226
487	0.4881396122
488	0.4881189412
489	0.4881037493
490	0.4880841238
491	0.487975383
492	0.4878688473
493	0.4877714055
494	0.4877078946
495	0.4876836368
496	0.4876687936
497	0.4876498162
498	0.4875878729
499	0.4875390434
500	0.4875028306
501	0.4874793696
502	0.4874165935
503	0.4873996085
504	0.487321514
505	0.4873036816
506	0.487276236
507	0.4872540707
508	0.4872246327
509	0.487140362
510	0.4871212351
511	0.4871009123
512	0.487090552
513	0.4870389459
514	0.4870213132
515	0.4870061706
516	0.4869882386
517	0.4869252118
518	0.4868722147
519	0.4868161759
520	0.4867257664
521	0.4867098771
522	0.4866710771
523	0.4866538425
524	0.4866314281
525	0.4866101589
526	0.486595216
527	0.48657833
528	0.4865615934
529	0.4865426159
530	0.4865164641
531	0.486493302
532	0.486416313
533	0.4864003235
534	0.4863836367
535	0.4863062813
536	0.486296419
537	0.4862236522
538	0.4862083103
539	0.4861924708
540	0.4861767304
541	0.4861627339
542	0.486141614
543	0.4861276175
544	0.4861086881
545	0.4860435874
546	0.486001668
547	0.4858826266
548	0.4857875838
549	0.4857753805
550	0.4857679091
551	0.4856948989
552	0.4856773156
553	0.4856228651
554	0.4856040365
555	0.4855649345
556	0.4855496413
557	0.4855393805
558	0.4855258821
559	0.4854406223
560	0.4853490359
561	0.4853247288
562	0.4853110311
563	0.4852956892
564	0.4852815925
565	0.4852622658
566	0.4852213158
567	0.4852059743
568	0.4851952154
569	0.485178279
570	0.4851659754
571	0.4850834087
572	0.485070508
573	0.4850567101
574	0.4850317039
575	0.4850112813
576	0.484990012
577	0.484920115
578	0.4849071146
579	0.4848952588
580	0.4848849975
581	0.4848697557
582	0.4848578008
583	0.4847593239
584	0.4847465228
585	0.4847289886
586	0.484711356
587	0.4847021904
588	0.4846857023
589	0.4846734989
590	0.4846641341
591	0.4846285177
592	0.4846151188
593	0.4845961402
594	0.4845253106
595	0.4845084241
596	0.4844969678
597	0.4844779393
598	0.484454578
599	0.4844398337
600	0.4844263845
601	0.4844085514
602	0.4843791591
603	0.4843650125
604	0.4843506673
605	0.484339459
606	0.4842820172
607	0.4842742967
608	0.4842206824
609	0.4842102716
610	0.4842003096
611	0.4841851663
612	0.4841744566
613	0.4841591644
614	0.4841510454
615	0.4841353542
616	0.4841207101
617	0.484105616
618	0.4840944087
619	0.4840297349
620	0.4840168834
621	0.4839339567
622	0.483921404
623	0.4839141318
624	0.483903023
625	0.4838826502
626	0.4838658134
627	0.4838580928
628	0.4838416544
629	0.4838241706
630	0.4837393868
631	0.4836513223
632	0.4836362785
633	0.483621086
634	0.4835221893
635	0.4835087904
636	0.4834022611
637	0.483388662
638	0.4833706302
639	0.483356384
640	0.4832790946
641	0.4832596184
642	0.4831540334
643	0.4830589203
644	0.4830478625
645	0.4830371036
646	0.4830240523
647	0.4829702293
648	0.4828943221
649	0.4828266893
650	0.4828133403
651	0.4827985949
652	0.4827877364
653	0.4827742872
654	0.4827606387
655	0.482745496
656	0.4827023649
657	0.482688168
658	0.4826718304
659	0.4826592268
660	0.4826381074
661	0.4826283441
662	0.4826175846
663	0.4826075225
664	0.4826010472
665	0.4825814216
666	0.4825691175
667	0.482494258
668	0.4824803605
669	0.482471444
670	0.4824351819
671	0.482363934
672	0.4823458027
673	0.4823347443
674	0.4823150683
675	0.4822870236
676	0.4822698884
677	0.4821939119
678	0.4821574998
679	0.4821070845
680	0.4820422311
681	0.4820251954
682	0.4819932644
683	0.4819797659
684	0.4819649214
685	0.4819359303
686	0.4819215845
687	0.4819101276
688	0.4819042501
689	0.4818884592
690	0.48188039
691	0.4818086977
692	0.4817977389
693	0.4817858836
694	0.481775921
695	0.4817657592
696	0.4816849077
697	0.4816417735
698	0.4816286735
699	0.4816193086
700	0.4816059092
701	0.4815921107
702	0.4815853858
703	0.481571289
704	0.4815555485
705	0.4815428957
706	0.4815375162
707	0.4814871575
708	0.4814757498
709	0.4814619519
710	0.481441728
711	0.4814296236
712	0.481413484
713	0.4814072074
714	0.4813981414
715	0.4813810068
716	0.4813664612
717	0.4813462367
718	0.4812843914
719	0.4812706427
720	0.4812600332
721	0.4812463841
722	0.4812170443
723	0.4811805738
724	0.4811673237
725	0.4811245355
726	0.4811173623
727	0.4811092426
728	0.4810938015
729	0.4810826928
730	0.4810715347
731	0.4809952885
732	0.4809897595
733	0.4809050293
734	0.4808916791
735	0.4808762375
736	0.4808319543
737	0.4808144201
738	0.4808018181
739	0.4807147709
740	0.4806821431
741	0.4806657047
742	0.4806504617
743	0.4806430898
744	0.4805737407
745	0.4805651224
746	0.4805507766
747	0.480533591
748	0.4805262683
749	0.4805188964
750	0.4805149609
751	0.4805051975
752	0.4804934413
753	0.4804778501
754	0.4804684355
755	0.4804589212
756	0.4804420843
757	0.4803924008
758	0.4803750658
759	0.480303151
760	0.4802578204
761	0.4802448692
762	0.480234657
763	0.4802268861
764	0.4802142836
765	0.480202229
766	0.480093586
767	0.4800845704
768	0.4800513462
769	0.4800369999
770	0.4800229036
771	0.4799860925
772	0.4799769269
773	0.4799639757
774	0.4799315976
775	0.4799213356
776	0.4799097791
777	0.4799019091
778	0.4798800912
779	0.4798209882
780	0.4798129185
781	0.4798048486
782	0.4797948861
783	0.4797830805
784	0.479765497
785	0.4797280854
786	0.4797107
787	0.4796973005
788	0.4796852458
789	0.4796783217
790	0.4796617831
791	0.4796526174
792	0.4796258677
793	0.4796097785
794	0.479597026
795	0.4795697325
796	0.4795496076
797	0.4795350631
798	0.4795215136
799	0.479509459
800	0.4794954613
801	0.4794848511
802	0.479467566
803	0.479451676
804	0.4794435066
805	0.4794178526
806	0.4794070427
807	0.4792843015
808	0.4792765311
809	0.4792653731
810	0.4792497322
811	0.4791818968
812	0.4791751226
813	0.479085792
814	0.4790677603
815	0.4790095752
816	0.4790011064
817	0.4789100655
818	0.4789037397
819	0.4788418516
820	0.4787855511
821	0.4787710055
822	0.4787377362
823	0.4787278738
824	0.4787191559
825	0.4786591142
826	0.4786235484
827	0.478610398
828	0.4786031756
829	0.4785872851
830	0.4785643694
831	0.4785523646
832	0.4785342332
833	0.4785136601
834	0.4785032996
835	0.4784686308
836	0.4784581696
837	0.4784512958
838	0.4784417312
839	0.4784271866
840	0.4784137369
841	0.4784062648
842	0.4783946087
843	0.4783760788
844	0.4783632273
845	0.4783369765
846	0.4783291558
847	0.4783020587
848	0.4782903528
849	0.4782786469
850	0.4782693318
851	0.4782647991
852	0.4782561316
853	0.4782429806
854	0.47823511
855	0.4782245492
856	0.4781780139
857	0.4781618744
858	0.4781421483
859	0.4780751141
860	0.4780686388
861	0.4780561847
862	0.4780486633
863	0.4780390992
864	0.4780008429
865	0.4779869453
866	0.477957158
867	0.4779499355
868	0.4779436085
869	0.4779244815
870	0.477909038
871	0.4778941941
872	0.4778367992
873	0.4778209585
874	0.47772719
875	0.4777132914
876	0.4776272623
877	0.4776142115
878	0.4776031526
879	0.4775886578
880	0.4775739628
881	0.4775326224
882	0.4775167324
883	0.4775003433
884	0.4774696612
885	0.4774578059
886	0.4774488389
887	0.4774402716
888	0.4774356891
889	0.4774206951
890	0.4773842951
891	0.4773761262
892	0.4773369651
893	0.4773231169
894	0.4772359212
895	0.4772006562
896	0.4771880039
897	0.4771746044
898	0.4771481031
899	0.4771356002
900	0.4771211044
901	0.4771074061
902	0.4770954511
903	0.4770872817
904	0.4770718401
905	0.4770527114
906	0.4769663439
907	0.4768860022
908	0.476870959
909	0.4768553679
910	0.4768252319
911	0.4768079966
912	0.4767971878
913	0.4767505048
914	0.4767401437
915	0.4767249511
916	0.4767144407
917	0.4766804623
918	0.4766713958
919	0.4766614835
920	0.4766450944
921	0.4766365271
922	0.4766224801
923	0.4765657969
924	0.4765451751
925	0.4765173788
926	0.4765021364
927	0.4764193358
928	0.4763687344
929	0.4763580745
930	0.476347315
931	0.4763346633
932	0.4762848915
933	0.476273485
934	0.4762596368
935	0.4762464371
936	0.4762358768
937	0.4762022045
938	0.4761926902
939	0.4761764516
940	0.4761633006
941	0.4761448211
942	0.4761332137
943	0.4759955425
944	0.4759358563
945	0.4758972438
946	0.4758819007
947	0.4758706436
948	0.4758395612
949	0.4758290502
950	0.4758208813
951	0.4758045929
952	0.4757948789
953	0.4757844681
954	0.4757484067
955	0.4757357545
956	0.4756618699
957	0.4756468272
958	0.4756343238
959	0.4755418725
960	0.4755271774
961	0.475512483
962	0.4754511792
963	0.475439573
964	0.4754260739
965	0.4754166593
966	0.4754031104
967	0.475387469
968	0.4753673452
969	0.4753521028
970	0.4753416422
971	0.4753204221
972	0.4753011451
973	0.4752855535
974	0.4752729515
975	0.4752589538
976	0.4752526274
977	0.475208344
978	0.4751912077
979	0.4751726778
980	0.4751616693
981	0.4751480208
982	0.4751304871
983	0.4751162409
984	0.4751060293
985	0.4750956179
986	0.4750763414
987	0.4750636886
988	0.4749981048
989	0.4749884909
990	0.4749431998
991	0.4749261144
992	0.4748272635
993	0.4748110742
994	0.4747445992
995	0.4747307514
996	0.4746869198
997	0.4746702323
998	0.4746208214
999	0.4746030891
